reviewId,userName,score,content,at,thumbsUpCount,replyContent,repliedAt,review_length,month,sentimen_label
064e6e7f-b2f2-425d-b38f-c762ce99637c,Buaya Kali Serayu,5,Alhamdulillah..MANTAB INI BENER² Bankmobile yg IDAMAN SAYA,2026-04-04 05:28:38,0,"Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!
",2026-04-04 05:44:54,58,2026-04,positif
e105f46d-72cd-49a6-bb4f-405c706dad02,Fitria Sholehah,5,thanks octo CIMB.,2026-04-04 03:12:22,0,"Thank you very much for the compliment! Keep using OCTO App for easier transaction anytime, and anywhere
",2026-04-04 04:21:23,17,2026-04,positif
f5400430-7b9d-4588-97f1-3b646db81862,Sahrul Anam,5,aplikasinya sangat bagus dan membantu sekali.,2026-04-04 00:02:25,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-04 00:14:50,45,2026-04,positif
d2f50da4-65bb-4249-b409-88c1ffb7075e,herlan hartono,5,keren,2026-04-03 22:02:01,0,"Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!
",2026-04-03 22:14:57,5,2026-04,positif
ae9c3866-b9ad-456b-b84c-895690c1226f,adi corner,5,mantab sih ini,2026-04-03 21:16:27,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-03 21:45:07,14,2026-04,positif
081ff010-90b0-46ec-a69f-2205aa29cd61,Dadan Setya,5,lebih mudah transaksi,2026-04-03 17:41:23,0,Terima kasih atas bintang lima dan review-nya. Kami senang sekali apabila aplikasi OCTO dapat mempermudah transaksi sehari-harimu. Terus gunakan aplikasi OCTO ya,2026-04-03 17:46:32,21,2026-04,positif
7a46de7f-990b-4d4c-9ff3-5b7be6eaba2f,fitriah V3,5,aladulillah TF selalu lancar,2026-04-03 17:00:35,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-03 17:14:52,28,2026-04,positif
7723c67b-aef0-49eb-b7d5-0f13f36ef513,Nita Pajer,5,keren dan mantap terimakasih CIMB NIAGA... transaksi JD lbh mudah dan sangat cepat...loph...loph pulll dech...muaahhh,2026-04-03 15:19:27,0,"Terima kasih atas bintang lima dan review-nya. Kami senang sekali apabila Aplikasi OCTO dapat mempermudah transaksi sehari-harimu. Terus gunakan Aplikasi OCTO ya
",2026-04-03 15:45:09,117,2026-04,positif
d3f5b0cb-bbc5-48b1-b5aa-a5452dbcd8d6,Endang Satria,5,membantu tanpa harus bawa uang cash,2026-04-03 14:50:47,0,Terima kasih atas supportnya. Aplikasi OCTO selalu berupaya untuk meningkatkan pengalaman bertransaksi agar semakin mudah untuk pengguna. Terus gunakan Aplikasi OCTO ya.,2026-04-03 15:14:59,35,2026-04,positif
d5eee803-dda0-4b2b-83ab-7d2d957f384f,ASRAN NST,5,alhamdulillah,2026-04-03 14:11:15,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-03 14:15:00,13,2026-04,positif
38d6d004-ca2f-4102-9c9b-73915b85eda5,vin vin,5,bagus banget. saya suka CIMB.,2026-04-03 13:41:32,0,Terima kasih atas supportnya. Aplikasi OCTO selalu berupaya untuk meningkatkan pengalaman bertransaksi agar semakin mudah untuk pengguna. Terus gunakan Aplikasi OCTO ya.,2026-04-03 13:44:58,29,2026-04,positif
f74705c7-0567-407c-98be-60b98d475552,Abram Fedrik,5,pemula pengguna,2026-04-03 13:38:10,0,"Terima kasih atas supportnya. Aplikasi OCTO selalu berupaya untuk meningkatkan pengalaman bertransaksi agar semakin mudah untuk pengguna. Terus gunakan Aplikasi OCTO ya.
",2026-04-03 13:45:40,15,2026-04,positif
8872c8c7-9332-4a22-89dd-16b343f934fd,Daffa lintang Pratama,1,ribet tod,2026-04-03 12:24:15,0,"Bapak/Ibu, mohon maaf atas ketidaknyamanan yang dialami. Untuk pemeriksaan lebih lanjut, mohon kesediaannya untuk mengirimkan email ke 14041@cimbniaga.co.id mengenai detail kendala yang dialami, beserta nama, nomor ponsel, dan screenshot error agar tim kami dapat melakukan pengecekan. Terima kasih.",2026-04-03 12:46:08,9,2026-04,negatif
4e24ae38-b5e5-4929-bc43-3784531dc806,Gani Abdul,5,sangat bagus,2026-04-03 12:09:46,0,Terima kasih atas bintang lima dan review-nya. Kami senang sekali apabila aplikasi OCTO dapat mempermudah transaksi sehari-harimu. Terus gunakan aplikasi OCTO ya,2026-04-03 12:15:25,12,2026-04,positif
95775e7c-8c41-4aaa-a226-7930c8afce60,ayub al-ansyar,1,"Potongan sangar besar, bukannya dapat bonus segala macam yang dikatakan tapi malah serasa diperas",2026-04-03 11:40:44,0,"Bapak/Ibu, mohon maaf atas ketidaknyamanan yang dialami. Untuk pemeriksaan lebih lanjut, mohon kesediaannya untuk mengirimkan email ke 14041@cimbniaga.co.id mengenai detail kendala yang dialami, beserta nama, nomor ponsel, dan screenshot error agar tim kami dapat melakukan pengecekan. Terima kasih.",2026-04-03 11:45:08,97,2026-04,negatif
115fcb9c-f4fe-4b2b-9c43-825b2a9147ce,Andarsteam Irvan Sunandar,5,makin l3ngkap dan makin mudah transaksi,2026-04-03 09:39:23,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-03 09:45:25,39,2026-04,positif
432d9fef-3adb-4c70-96c9-c990b835d9bf,Dora Primer,5,sangat bagus,2026-04-03 07:16:08,0,"Terima kasih atas bintang lima dan reviewnya. Senang sekali rasanya bahwa Aplikasi OCTO disukai. Untuk dapat menikmati fitur-fitur terbaru Aplikasi OCTO dan kemudahan dalam bertransaksi, kami sarankan agar melakukan update Aplikasi OCTO ke versi terbaru apabila belum. Selamat mencoba!
",2026-04-03 07:45:20,12,2026-04,positif
4be26c88-6291-47f8-a059-055cc1ab693f,Wanti Wanti,5,"sangat membantu,,, dan biaya admin gratis",2026-04-03 07:03:37,0,Terima kasih atas bintang lima dan reviewnya. Senang sekali rasanya bahwa Aplikasi OCTO disukai. Terus gunakan Aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-03 07:17:34,41,2026-04,positif
76864ec3-b4bf-45b4-b835-d4fe3d645387,Yuliyanti Nurjanah,5,selama aku pake Octo mobile baik2 aja sangat membantu sekali...,2026-04-03 06:15:06,0,"Bapak/Ibu, mohon maaf atas ketidaknyamanan yang dialami. Untuk pemeriksaan lebih lanjut, mohon kesediaannya untuk mengirimkan email ke 14041@cimbniaga.co.id mengenai detail kendala yang dialami, beserta nama, nomor ponsel, dan screenshot error agar tim kami dapat melakukan pengecekan. Terima kasih.",2026-04-03 06:45:09,63,2026-04,positif
1aeeaba6-d622-4e98-b0eb-2ad8883e73eb,mansyur gani,5,ok,2026-04-03 02:41:20,0,"Thank you very much for the compliment! Keep using OCTO App for easier transaction anytime, and anywhere",2026-04-03 02:49:44,2,2026-04,positif
dbd7f22d-4881-4f21-9845-0ba373e9b638,Lutfi Maulana,5,ok bgt,2026-04-03 00:03:31,0,"Terima kasih atas bintang lima dan review-nya. Kami senang sekali apabila aplikasi OCTO dapat mempermudah transaksi sehari-harimu. Terus gunakan aplikasi OCTO ya
",2026-04-03 00:14:46,6,2026-04,positif
939f166b-4bed-41b4-aad7-dcbbfd7823c2,Khabib Mustofa,5,sangat membantu,2026-04-02 22:29:29,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa Aplikasi OCTO disukai. Terus gunakan Aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-02 22:45:24,15,2026-04,positif
717138f9-e358-4761-b526-de0d7f7d61f9,Yunie Maron,1,"bank ribet seribet ribetnya udah paling bener uninstall, dan jangan pernah berurusan sama bank ini.",2026-04-02 19:37:41,0,"Mohon maaf atas kendala yang dialami. Untuk menindaklanjuti pengaduan dan melakukan pengecekan, kami memerlukan informasi lebih lanjut. Mohon kesediaan menghubungi layanan 24jam Contact Center CIMB Niaga 14041 atau melalui email 14041@cimbniaga.co.id. Terima kasih.
",2026-04-02 19:45:02,99,2026-04,negatif
8c8d764b-228f-44e9-b18e-802cd5c955cf,Rendy Abimanyu,5,ok,2026-04-02 17:53:00,0,"Thank you very much for the compliment! Keep using OCTO App for easier transaction anytime, and anywhere.",2026-04-02 18:14:58,2,2026-04,positif
a495445c-835e-4875-9509-7646884af9cc,Arden Aditya,5,ok,2026-04-02 17:09:32,0,"Thank you very much for the compliment! Keep using OCTO App for easier transaction anytime, and anywhere.",2026-04-02 17:15:03,2,2026-04,positif
73e7f2a1-afe3-4df7-9d3e-cd965a3c7054,Erick mRa,5,oke bet gartisss,2026-04-02 16:24:00,0,"Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!
",2026-04-02 16:45:46,16,2026-04,positif
8ab98847-4b42-4857-b10e-d7f2e2f7598e,Rusli Yanto,5,sangat bagus,2026-04-02 16:09:40,0,"Terima kasih atas bintang lima dan review-nya. Kami senang sekali apabila aplikasi OCTO dapat mempermudah transaksi sehari-harimu. Terus gunakan aplikasi OCTO ya
",2026-04-02 16:15:03,12,2026-04,positif
4b9c2572-ab9d-4eaa-95bb-8aaa928b7c9b,Dodi Epriansah,5,baik dan normal,2026-04-02 15:55:49,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-02 16:14:48,15,2026-04,positif
4ad58ef3-f2a1-4c4e-984b-244fe87e4fd7,dinox nepa,5,sangat bagus dgn mengunakan aplikasi OCTO ini,2026-04-02 15:51:15,0,"Terima kasih atas bintang lima dan review-nya. Kami senang sekali apabila aplikasi OCTO dapat mempermudah transaksi sehari-harimu. Terus gunakan aplikasi OCTO ya
",2026-04-02 16:14:59,45,2026-04,positif
3c368c5f-c837-4fde-8951-41784b5050ff,car_ J brother,2,"tf via qris uangnya ga masuk tp dah kepotong laporannya overboking dari tgal 20 smpe sekarang dh tgl 2 uangnya belum balik juga🤦,,uangnya ga bnyak tp pas perlu2 nya",2026-04-02 15:32:58,0,"Mohon maaf atas kendala yang dialami untuk menindaklanjuti pengaduan dan melakukan pengecekan, kami memerlukan informasi lebih lanjut. Mohon kesediaannya untuk menghubungi layanan 24 jam CIMB Niaga di 14041 atau melalui email 14041@cimbniaga.co.id. Terima kasih.",2026-04-02 15:45:11,164,2026-04,negatif
7014aa02-2f97-4ee7-8233-43b39f094e12,Jusri Adhy,1,aplikasi jelek saat ugred dari e walet ke tabungan savert belum pernah memiliki pin aplikasi e malah di minta i pink saat coba kasih masuk gagal dan terblokir saat di hubungi panggilan di akhiri aplikasi tolol belum puxa pink okto lansung minta pink saat di ugred lalu ke blok di kota ku ngga ada kantor cabang xa solusinya gimna,2026-04-02 15:22:00,0,"Mohon maaf atas kendala yang dialami. Untuk menindaklanjuti pengaduan dan melakukan pengecekan, kami memerlukan informasi lebih lanjut. Mohon kesediaannya untuk menghubungi layanan 24 jam Contact Center CIMB Niaga di 14041 atau melalui email 14041@cimbniaga.co.id. Terima kasih.
",2026-04-02 15:45:22,329,2026-04,negatif
eba9b598-7993-414a-bf2a-9d493a8575ae,Ajat Sudrajat,5,sangat simpel ga ribet.,2026-04-02 14:41:53,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-02 14:45:20,23,2026-04,positif
7962f9f1-71fe-42ca-8b18-1f2bfba31449,Gracey Wakary,4,selalu keren dalam berikan pelayanan,2026-04-02 14:35:33,0,"Terima kasih atas supportnya. Aplikasi OCTO selalu berupaya meningkatkan pengalaman bertransaksi agar semakin mudah untuk pengguna. Untuk pengalaman terbaik, jangan lupa update Aplikasi OCTO ke versi yang terbaru kalau belum ya. Selamat mencoba!
",2026-04-02 14:46:25,36,2026-04,positif
788a9258-5603-49c9-80dd-f9335a9c7b2a,Natalis JR,5,sangat menyenangkan,2026-04-02 14:34:18,0,Terima kasih atas bintang lima dan review-nya. Kami senang sekali apabila aplikasi OCTO dapat mempermudah transaksi sehari-harimu. Terus gunakan aplikasi OCTO ya :),2026-04-02 14:45:32,19,2026-04,positif
7c59a034-b120-4233-bf55-8ce7d9f37ed5,Kak Seto,5,sangat menyenangkan,2026-04-02 14:01:20,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-02 14:14:50,19,2026-04,positif
3efa16bd-7e5e-423f-8292-b3703400f223,Heru Rukmana,5,keren,2026-04-02 13:37:05,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-02 13:45:07,5,2026-04,positif
c03ce028-ae18-4703-9211-367a935207c9,Black Monkey,5,good,2026-04-02 12:55:46,0,"Thank your review and 5-star rating! We are very glad and proud has made your transactions easier everyday.
",2026-04-02 13:15:52,4,2026-04,positif
6d0cdfb3-a843-44ba-9edb-e0eea826aaa5,Bani Syah,5,ok semua,2026-04-02 12:37:10,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-02 12:44:54,8,2026-04,positif
64c78274-5391-4cf7-9a2b-f125d993b5e5,Sulthan Maryam,5,sangat bermanfaat,2026-04-02 11:28:32,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-02 11:44:54,17,2026-04,positif
b029fea4-802d-4314-8123-210de1b14ef5,ENDO CURUG,5,mantabs,2026-04-02 10:18:00,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-02 10:44:50,7,2026-04,positif
2b8f3d3f-60ba-42b8-ad6c-d8767d302d1d,Njuliana Dewi,5,Alhamdulillah sangat puas,2026-04-02 10:13:42,0,Terima kasih atas bintang lima dan review nya. Senang sekali rasanya bahwa aplikasi OCTO disukai. Terus gunakan aplikasi OCTO untuk transaksi lebih praktis dan mudah di mana saja!,2026-04-02 10:15:08,25,2026-04,positif
7ec02829-a1c1-4230-b272-4511a8479f85,Patria Riski,5,aplikasi bagus dan mudah di gunakan semoga rekening ini awet dan berkah selalu,2026-04-02 10:09:46,0,"Terima kasih atas bintang lima dan reviewnya. Senang sekali rasanya bahwa Aplikasi OCTO disukai. Untuk dapat menikmati fitur-fitur terbaru Aplikasi OCTO dan kemudahan dalam bertransaksi, kami sarankan agar melakukan update Aplikasi OCTO ke versi terbaru apabila belum. Selamat mencoba!
",2026-04-02 10:15:40,78,2026-04,positif
